item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count,content
IKEA01013,MALM,Cabinet,22475,Durable furniture with practical storage space.,Monika Mulder,100,218,161,"Black, Beige, Blue",True,4.8,24,Product Name: MALM. Category: Cabinet. Price: 22475. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 161cm width x 100cm depth x 218cm height.
IKEA01014,PAX,Chair,46708,Simple design with clean Scandinavian lines.,Ola Wihlborg,60,78,172,"White, Beige, Blue",True,3.5,305,Product Name: PAX. Category: Chair. Price: 46708. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 172cm width x 60cm depth x 78cm height.
IKEA01015,PAX,Desk,44627,Compact furniture suitable for small apartments.,Henrik Preutz,80,68,154,"Brown, Beige, Oak",True,3.3,330,Product Name: PAX. Category: Desk. Price: 44627. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 154cm width x 80cm depth x 68cm height.
IKEA01016,BILLY,Cabinet,47900,Space-saving furniture with easy assembly.,Jon Karlsson,20,141,47,"Green, Grey, Blue",True,4.4,24,Product Name: BILLY. Category: Cabinet. Price: 47900. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 47cm width x 20cm depth x 141cm height.
IKEA01017,PAX,Bed,40697,Minimalist design suitable for modern homes.,Ola Wihlborg,50,193,119,"Green, Grey, Beige",True,4.8,435,Product Name: PAX. Category: Bed. Price: 40697. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 119cm width x 50cm depth x 193cm height.
IKEA01018,HEMNES,Bed,44275,Minimalist design suitable for modern homes.,Monika Mulder,100,130,183,"Beige, Grey, Oak",True,3.2,62,Product Name: HEMNES. Category: Bed. Price: 44275. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 183cm width x 100cm depth x 130cm height.
IKEA01019,TROFAST,Bed,27997,Minimalist design suitable for modern homes.,Henrik Preutz,51,199,138,"Black, Green, Oak",True,4.3,182,Product Name: TROFAST. Category: Bed. Price: 27997. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 138cm width x 51cm depth x 199cm height.
IKEA01020,BRIMNES,Bookshelf,46690,Compact furniture suitable for small apartments.,Monika Mulder,82,183,135,"Oak, White, Brown",True,4.0,460,Product Name: BRIMNES. Category: Bookshelf. Price: 46690. Description: Compact furniture suitable for small apartments.. Designer: Monika Mulder. Dimensions: 135cm width x 82cm depth x 183cm height.
IKEA01021,IVAR,Bookshelf,4483,Affordable and stylish furniture for everyday use.,Henrik Preutz,53,202,111,"Blue, Oak, Green",False,3.8,472,Product Name: IVAR. Category: Bookshelf. Price: 4483. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 111cm width x 53cm depth x 202cm height.
IKEA01022,KALLAX,Bed,32317,Space-saving furniture with easy assembly.,Jon Karlsson,63,192,41,"Grey, Oak, Blue",True,4.1,90,Product Name: KALLAX. Category: Bed. Price: 32317. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 41cm width x 63cm depth x 192cm height.
IKEA01023,MICKE,Desk,41477,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,98,114,63,"White, Beige, Green",False,3.2,365,Product Name: MICKE. Category: Desk. Price: 41477. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 63cm width x 98cm depth x 114cm height.
IKEA01024,BESTA,Wardrobe,36733,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,86,83,122,"Oak, Black, Grey",False,4.7,122,Product Name: BESTA. Category: Wardrobe. Price: 36733. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 122cm width x 86cm depth x 83cm height.
IKEA01025,LACK,Table,25001,Durable furniture with practical storage space.,Monika Mulder,47,171,93,"White, Green, Blue",True,4.0,410,Product Name: LACK. Category: Table. Price: 25001. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 93cm width x 47cm depth x 171cm height.
IKEA01026,EKET,Sofa,10784,Durable furniture with practical storage space.,Henrik Preutz,23,88,191,"Oak, White, Brown",True,4.6,198,Product Name: EKET. Category: Sofa. Price: 10784. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 191cm width x 23cm depth x 88cm height.
IKEA01027,ALEX,Bookshelf,9096,Simple design with clean Scandinavian lines.,Henrik Preutz,30,49,48,"Blue, White, Green",True,3.2,306,Product Name: ALEX. Category: Bookshelf. Price: 9096. Description: Simple design with clean Scandinavian lines.. Designer: Henrik Preutz. Dimensions: 48cm width x 30cm depth x 49cm height.
IKEA01028,TROFAST,Bookshelf,13231,Simple design with clean Scandinavian lines.,Ola Wihlborg,59,112,138,"White, Brown, Blue",False,3.4,140,Product Name: TROFAST. Category: Bookshelf. Price: 13231. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 138cm width x 59cm depth x 112cm height.
IKEA01029,ALEX,TV Unit,31392,Minimalist design suitable for modern homes.,Henrik Preutz,74,53,86,"Blue, Grey, Brown",False,3.6,364,Product Name: ALEX. Category: TV Unit. Price: 31392. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 86cm width x 74cm depth x 53cm height.
IKEA01030,MICKE,Cabinet,16530,Minimalist design suitable for modern homes.,IKEA Design Team,83,216,130,"Beige, Blue, Grey",True,3.9,300,Product Name: MICKE. Category: Cabinet. Price: 16530. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 130cm width x 83cm depth x 216cm height.
IKEA01031,KALLAX,Bookshelf,15710,Minimalist design suitable for modern homes.,Henrik Preutz,81,174,57,"Grey, Brown, Black",True,3.2,91,Product Name: KALLAX. Category: Bookshelf. Price: 15710. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 57cm width x 81cm depth x 174cm height.
IKEA01032,HEMNES,Storage,39388,Compact furniture suitable for small apartments.,IKEA Design Team,38,133,187,"Green, Grey, Beige",True,3.1,257,Product Name: HEMNES. Category: Storage. Price: 39388. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 187cm width x 38cm depth x 133cm height.
IKEA01033,LACK,Bookshelf,20910,Space-saving furniture with easy assembly.,Henrik Preutz,39,39,112,"Blue, Green, White",True,4.4,391,Product Name: LACK. Category: Bookshelf. Price: 20910. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 112cm width x 39cm depth x 39cm height.
IKEA01034,MICKE,Storage,36254,Minimalist design suitable for modern homes.,Henrik Preutz,50,112,148,"Green, Grey, Blue",True,4.8,222,Product Name: MICKE. Category: Storage. Price: 36254. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 148cm width x 50cm depth x 112cm height.
IKEA01035,BRIMNES,Chair,25119,Compact furniture suitable for small apartments.,IKEA Design Team,40,163,61,"Brown, Black, Oak",True,3.1,222,Product Name: BRIMNES. Category: Chair. Price: 25119. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 61cm width x 40cm depth x 163cm height.
IKEA01036,EKET,Table,41535,Simple design with clean Scandinavian lines.,Ola Wihlborg,82,65,170,"Blue, Oak, White",True,3.2,155,Product Name: EKET. Category: Table. Price: 41535. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 170cm width x 82cm depth x 65cm height.
IKEA01037,BRIMNES,Dining Furniture,18266,Affordable and stylish furniture for everyday use.,Henrik Preutz,98,125,174,"Brown, Black, Green",True,4.6,492,Product Name: BRIMNES. Category: Dining Furniture. Price: 18266. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 174cm width x 98cm depth x 125cm height.
IKEA01038,BRIMNES,Wardrobe,34537,Affordable and stylish furniture for everyday use.,Henrik Preutz,80,148,83,"Beige, Green, Blue",True,3.3,371,Product Name: BRIMNES. Category: Wardrobe. Price: 34537. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 83cm width x 80cm depth x 148cm height.
IKEA01039,IVAR,Storage,1142,Durable furniture with practical storage space.,Monika Mulder,42,68,150,"Black, White, Brown",True,3.4,53,Product Name: IVAR. Category: Storage. Price: 1142. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 150cm width x 42cm depth x 68cm height.
IKEA01040,MICKE,Storage,22193,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,99,149,182,"Brown, White, Green",True,3.7,12,Product Name: MICKE. Category: Storage. Price: 22193. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 182cm width x 99cm depth x 149cm height.
IKEA01041,HEMNES,Bed,19123,Simple design with clean Scandinavian lines.,Monika Mulder,94,216,108,"Beige, Grey, Oak",True,4.1,333,Product Name: HEMNES. Category: Bed. Price: 19123. Description: Simple design with clean Scandinavian lines.. Designer: Monika Mulder. Dimensions: 108cm width x 94cm depth x 216cm height.
IKEA01042,ALEX,Desk,5576,Affordable and stylish furniture for everyday use.,Jon Karlsson,33,217,85,"Grey, Black, Brown",True,3.3,272,Product Name: ALEX. Category: Desk. Price: 5576. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 85cm width x 33cm depth x 217cm height.
IKEA01043,POANG,Dining Furniture,25595,Durable furniture with practical storage space.,Ola Wihlborg,95,184,100,"Green, Black, Blue",True,4.6,115,Product Name: POANG. Category: Dining Furniture. Price: 25595. Description: Durable furniture with practical storage space.. Designer: Ola Wihlborg. Dimensions: 100cm width x 95cm depth x 184cm height.
IKEA01044,BILLY,TV Unit,10099,Compact furniture suitable for small apartments.,Jon Karlsson,80,30,112,"Black, White, Green",False,3.9,246,Product Name: BILLY. Category: TV Unit. Price: 10099. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 112cm width x 80cm depth x 30cm height.
IKEA01045,BESTA,Bed,33291,Simple design with clean Scandinavian lines.,IKEA Design Team,50,173,130,"Blue, Green, Oak",False,3.7,434,Product Name: BESTA. Category: Bed. Price: 33291. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 130cm width x 50cm depth x 173cm height.
IKEA01046,MICKE,Wardrobe,35278,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,47,72,192,"Grey, Beige, Black",False,4.1,255,Product Name: MICKE. Category: Wardrobe. Price: 35278. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 192cm width x 47cm depth x 72cm height.
IKEA01047,BRIMNES,Bed,45415,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,75,196,119,"Brown, White, Green",False,4.5,182,Product Name: BRIMNES. Category: Bed. Price: 45415. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 119cm width x 75cm depth x 196cm height.
IKEA01048,BRIMNES,Bookshelf,14509,Affordable and stylish furniture for everyday use.,Ola Wihlborg,44,127,125,"Brown, Beige, White",True,3.9,274,Product Name: BRIMNES. Category: Bookshelf. Price: 14509. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 125cm width x 44cm depth x 127cm height.
IKEA01049,HEMNES,Sofa,38915,Durable furniture with practical storage space.,Henrik Preutz,32,124,94,"White, Grey, Brown",True,4.3,333,Product Name: HEMNES. Category: Sofa. Price: 38915. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 94cm width x 32cm depth x 124cm height.
IKEA01050,EKET,Bookshelf,3377,Space-saving furniture with easy assembly.,Henrik Preutz,55,190,44,"White, Blue, Beige",False,5.0,328,Product Name: EKET. Category: Bookshelf. Price: 3377. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 44cm width x 55cm depth x 190cm height.
IKEA01051,EKET,Storage,11887,Minimalist design suitable for modern homes.,Ola Wihlborg,33,39,124,"White, Grey, Beige",True,4.4,95,Product Name: EKET. Category: Storage. Price: 11887. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 124cm width x 33cm depth x 39cm height.
IKEA01052,IVAR,Table,5926,Minimalist design suitable for modern homes.,IKEA Design Team,27,143,193,"White, Brown, Green",True,5.0,104,Product Name: IVAR. Category: Table. Price: 5926. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 193cm width x 27cm depth x 143cm height.
IKEA01053,ALEX,TV Unit,48828,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,60,211,73,"Beige, Grey, White",False,3.8,346,Product Name: ALEX. Category: TV Unit. Price: 48828. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 73cm width x 60cm depth x 211cm height.
IKEA01054,ALEX,Sofa,4755,Compact furniture suitable for small apartments.,Ola Wihlborg,38,216,98,"Black, Green, Oak",True,3.6,106,Product Name: ALEX. Category: Sofa. Price: 4755. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 98cm width x 38cm depth x 216cm height.
IKEA01055,BRIMNES,Cabinet,27319,Compact furniture suitable for small apartments.,IKEA Design Team,59,100,173,"Beige, White, Brown",False,4.1,361,Product Name: BRIMNES. Category: Cabinet. Price: 27319. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 173cm width x 59cm depth x 100cm height.
IKEA01056,BILLY,TV Unit,30842,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,31,76,52,"Brown, Green, Grey",True,4.5,408,Product Name: BILLY. Category: TV Unit. Price: 30842. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 52cm width x 31cm depth x 76cm height.
IKEA01057,KALLAX,Desk,42307,Durable furniture with practical storage space.,Monika Mulder,30,215,93,"Grey, Blue, Beige",True,4.5,382,Product Name: KALLAX. Category: Desk. Price: 42307. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 93cm width x 30cm depth x 215cm height.
IKEA01058,MALM,Bed,3994,Minimalist design suitable for modern homes.,Henrik Preutz,42,101,65,"Beige, Oak, Black",True,3.5,107,Product Name: MALM. Category: Bed. Price: 3994. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 65cm width x 42cm depth x 101cm height.
IKEA01059,MALM,Bed,17496,Space-saving furniture with easy assembly.,Monika Mulder,53,53,155,"Beige, Grey, Brown",True,4.5,272,Product Name: MALM. Category: Bed. Price: 17496. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 155cm width x 53cm depth x 53cm height.
